Timestamp,Flowrate,Water Depth,Water Temp,Sed Pan Weight,Sed Auger Hz,Main VFD Hz,Fill VFD Hz,Empty VFD Hz,Eductor VFD Hz
2023-02-09 14:00:15.212353,0.0,-0.43,12.9,-0.58,0,0,0,0,0
2023-02-09 14:00:15.730393,0.0,-0.43,12.9,-0.5,0,0,0,0,0
2023-02-09 14:00:16.236564,0.0,-0.43,12.9,-0.45,0,0,0,0,0
2023-02-09 14:00:16.771868,0.0,-0.47,12.9,-0.49,0,0,0,0,0
2023-02-09 14:00:17.275512,0.0,-0.37,12.9,-0.35,0,0,0,0,0
2023-02-09 14:00:17.776361,0.0,-0.45,12.9,-0.32,0,0,0,0,0
2023-02-09 14:00:18.288694,0.0,-0.45,12.9,-0.47,0,0,0,0,0
2023-02-09 14:00:18.802707,0.0,-0.45,12.9,-0.6,0,0,0,0,0
2023-02-09 14:00:19.317765,0.0,-0.45,12.9,-0.57,0,0,0,0,0
2023-02-09 14:00:19.831885,0.0,-0.43,12.9,-0.53,0,0,0,0,0
2023-02-09 14:00:20.341096,0.0,-0.35,12.9,-0.64,0,0,0,0,0
2023-02-09 14:00:20.842843,0.0,-0.35,12.9,-0.5,0,0,0,0,0
2023-02-09 14:00:21.344146,0.0,-0.45,12.9,-0.52,0,0,0,0,0
2023-02-09 14:00:21.843934,0.0,-0.45,12.9,-0.52,0,0,0,0,0
2023-02-09 14:00:22.346210,0.0,-0.45,12.9,-0.54,0,0,0,0,0
2023-02-09 14:00:22.853131,0.0,-0.45,12.9,-0.55,0,0,0,0,0
2023-02-09 14:00:23.366891,0.0,-0.45,12.9,-0.46,0,0,0,0,0
2023-02-09 14:00:23.880529,0.0,-0.45,12.9,-0.59,0,0,0,0,0
2023-02-09 14:00:24.393339,0.0,-0.45,12.9,-0.57,0,0,0,0,0
2023-02-09 14:00:24.894885,0.0,-0.41,12.9,-0.47,0,0,0,0,0
2023-02-09 14:00:25.397957,0.0,-0.43,12.9,-0.51,0,0,0,0,0
2023-02-09 14:00:25.905727,0.0,-0.39,12.9,-0.55,0,0,0,0,0
2023-02-09 14:00:26.405760,0.0,-0.41,12.9,-0.49,0,0,0,0,0
2023-02-09 14:00:26.914657,0.0,-0.41,12.9,-0.55,0,0,0,0,0
2023-02-09 14:00:27.434361,0.0,-0.41,12.9,-0.55,0,0,0,0,0
2023-02-09 14:00:27.942779,0.0,-0.39,12.9,-0.6,0,0,0,0,0
2023-02-09 14:00:28.461111,0.0,-0.33,12.9,-0.61,0,0,0,0,0
2023-02-09 14:00:28.972764,0.0,-0.43,12.9,-0.46,0,0,0,0,0
2023-02-09 14:00:29.492498,0.0,-0.45,12.9,-0.27,0,0,0,0,0
2023-02-09 14:00:30.000227,0.0,-0.43,12.9,-0.48,0,0,0,0,0
2023-02-09 14:00:30.515221,0.0,-0.45,12.9,-0.49,0,0,0,0,0
2023-02-09 14:00:31.031243,0.0,-0.45,12.9,-0.48,0,0,0,0,0
2023-02-09 14:00:31.542676,0.0,-0.45,12.9,-0.49,0,0,0,0,0
2023-02-09 14:00:32.059716,0.0,-0.45,12.9,-0.4,0,0,0,0,0
2023-02-09 14:00:32.573645,0.0,-0.43,12.9,-0.46,0,0,0,0,0
2023-02-09 14:00:33.091290,0.0,-0.43,12.9,-0.51,0,0,0,0,0
2023-02-09 14:00:33.601561,0.0,-0.41,12.9,-0.53,0,0,0,0,0
2023-02-09 14:00:34.118265,0.0,-0.41,12.9,-0.56,0,0,0,0,0
2023-02-09 14:00:34.628530,0.0,-0.41,12.9,-0.54,0,0,0,0,0
2023-02-09 14:00:35.142972,0.0,-0.41,12.9,-0.52,0,0,0,0,0
2023-02-09 14:00:35.661409,0.0,-0.39,12.9,-0.51,0,0,0,0,0
2023-02-09 14:00:36.171407,0.0,-0.39,12.9,-0.46,0,0,0,0,0
2023-02-09 14:00:36.683890,0.0,-0.41,12.9,-0.57,0,0,0,0,0
2023-02-09 14:00:37.198572,0.0,-0.41,12.9,-0.55,0,0,0,0,0
2023-02-09 14:00:37.709339,0.0,-0.41,12.9,-0.47,0,0,0,0,0
2023-02-09 14:00:38.214171,0.0,-0.39,12.9,-0.52,0,0,0,0,0
2023-02-09 14:00:38.725285,0.0,-0.41,12.9,-0.48,0,0,0,0,0
2023-02-09 14:00:39.239309,0.0,-0.43,12.9,-0.56,0,0,0,0,0
2023-02-09 14:00:39.750290,0.0,-0.41,12.9,-0.57,0,0,0,0,0
2023-02-09 14:00:40.267074,0.0,-0.37,12.9,-0.48,0,0,0,0,0
2023-02-09 14:00:40.775044,0.0,-0.41,12.9,-0.54,0,0,0,0,0
2023-02-09 14:00:41.277749,0.0,-0.41,12.9,-0.6,0,0,0,0,0
2023-02-09 14:00:41.790299,0.0,-0.33,12.9,-0.57,0,0,0,0,0
2023-02-09 14:00:42.304323,0.0,-0.27,12.9,-0.51,0,0,0,0,0
2023-02-09 14:00:42.807901,0.0,-0.41,12.9,-0.36,0,0,0,0,0
2023-02-09 14:00:43.315005,0.0,-0.43,12.9,-0.37,0,0,0,0,0
